Order Item ID,O.E.:,Job #:,Customer:,Qty.:,Part #,Rev,Contact:,DWG Rel.,M,Descriptions:,Price:,P.O. :,Packing Slip,Qty.:,Invoice:,Del. Req'd:,Del. Ship'd:,Delay:
837,38990,72627,Candu,3,RT-87920-74112-000-1-GA-E,,Angelica de la Barrera,8/5/2025,3,Lifting Grapple,"$10,765.00 ",RT98-87920-PN-R013,,,,28-May-26,,
838,38990,72628,Candu,3,RT-87920-74107-000-1-GA-E,,Angelica de la Barrera,8/5/2025,4,Extension Trolley,"$27,754.00 ",RT98-87920-PN-R013,,,,28-May-26,,
839,38990,72629,Candu,5,21RT-88070-0326-001-GA-1,,Angelica de la Barrera,8/5/2025,5,Cart Closure Plug Cart,"$10,517.00 ",RT98-87920-PN-R013,,,,28-May-26,,
840,38990,72630,Candu,5,RT-87920-74104-000-1-GA-E,,Angelica de la Barrera,8/5/2025,6,Insertion Trolley & Handle,"$16,571.00 ",RT98-87920-PN-R013,,,,28-May-26,,
841,38990,72631,Candu,3,RT-87590-0250-1-GA-0,,Angelica de la Barrera,8/5/2025,7,EF in Shuttle Flask Tool,"$4,197.00 ",RT98-87920-PN-R013,,,,28-May-26,,
842,38990,72632,Candu,5,RT-87500-0108-1-GA-0,,Angelica de la Barrera,8/5/2025,8,EF Rotation Tool,"$4,192.00 ",RT98-87920-PN-R013,,,,28-May-26,,
843,38990,72633,Candu,5,RT-87590-70201-4000-1-GA-B,,Angelica de la Barrera,8/5/2025,9,Manual Bellows Push Tool,"$46,607.00 ",RT98-87920-PN-R013,,,,28-May-26,,
844,38990,72634,Candu,6,RT-79100-0100-01-GA-E,,Angelica de la Barrera,8/5/2025,10,Closure Plug Shuttle Box,"$4,517.00 ",RT98-87920-PN-R013,,,,28-May-26,,
845,38990,72635,Candu,4,RT-87000-0480-1-GA-D,,Angelica de la Barrera,8/5/2025,11,Tool Delivery  Trough,"$12,782.00 ",RT98-87920-PN-R013,,,,28-May-26,,
,,,,,,,,,,,,,,,,,,
846,38993,72638,Candu,1000,08-63500-0223-01-GA-2,,Cindy Weng,8/8/2025,1,"Socket Size 16,16 AWG Barrel",$48.94 ,87-63500-PN-R013,,,,30-Oct-25,,
,,,,,,,,,,,,,,,,,,
847,38998,72643,Candu,8,RT-87290-7002-1-GA-D,0,Brandon Kwakye-Longdon,8/12/2025,1,Material Handling Carts,"$14,955.00 ",RT98-87290-PN-R004,,,,17-Dec-25,,
,,,,,,,,,,,,,,,,,,
848,39000,72645,Candu,1,RT-87630-71521-1000-1-GA-E,,Angelica de la Barrera,8/14/2025,1,VRS PT Lunchbox,"$49,980.00 ",RT79-87630-PN-R011,,,,11-Dec-25,,
849,39000,72646,Candu,1,RT-87630-71622-1000-1-GA-E,3,Angelica de la Barrera,8/14/2025,2,VRS Baseline- PT Small OD Gripper Hd,"$44,970.00 ",RT79-87630-PN-R011,,,,11-Dec-25,,
850,39000,72647,Candu,1,RT-87630-71522-1000-1GA-E,5,Angelica de la Barrera,8/14/2025,3,VRS Swab Loader- Mark 2,"$9,139.00 ",RT79-87630-PN-R011,,,,11-Dec-25,,
,,,,,,,,,,,,,,,,,,
851,39001,72648,Candu,10,NK21-B-DD-N31732-45,,Cindy Weng,8/14/2025,1,Damper shaft Bearing,$110.00 ,21-31732-PN-R038,,,,15-Sep-25,,
,,,,,,,,,,,,,,,,,,
853,39004,72651,Candu,3,RT-87920-74245-048-1-DD-B,,Sanchia Bartley-Ndiaye,8/16/2025,1,Modified Air Motor Adaptor,"$2,154.00 ",RT98-87920-PN-R014-R.1,,,,16-Feb-26,,
1082,39004,72651,Candu,1,RT-87920-74245-048-1-DD-B,,Sanchia Bartley-Ndiaye,8/16/2025,1A,Modified Air Motor Adaptor,"$2,896.00 ",RT98-87920-PN-R014-R.1,,,,,,
854,39004,72652,Candu,3,RT-87920-74245-000-1-GA-E,,Sanchia Bartley-Ndiaye,8/16/2025,2,Air Motor Stande,"$25,597.00 ",RT98-87920-PN-R014-R.1,,,,16-Feb-26,,
855,39004,72653,Candu,2,RT-88000-70097-000-1-GA-E,,Sanchia Bartley-Ndiaye,8/16/2025,3,Air Motor Support Stand,"$23,777.00 ",RT98-87920-PN-R014-R.1,,,,16-Feb-26,,
856,39004,72654,Candu,1,RT-88000-70056-000-1-GA-E,,Sanchia Bartley-Ndiaye,8/16/2025,4,Air Motor Support with Stabalizer,"$17,784.00 ",RT98-87920-PN-R014-R.1,,,,16-Feb-26,,
,,,,,,,,,,,,,,,,,,
857,39006,72656,Kinectrics,1,NPD0059-DET-9111,,Jatin Munjal,8/18/2025,10,Main Body,"$2,173.00 ",280103799,,,,7-Nov-25,,
858,39006,72657,Kinectrics,1,NPD0059-DET-9115,,Jatin Munjal,8/18/2025,20,Main Body,"$2,360.00 ",280103799,,,,7-Nov-25,,
861,39007,72674,Kinectrics,1,NPD0059-DET-2223,,Jatin Munjal,8/18/2025,190,"Mounting Plate,Kid of Stages",$200.00 ,280103799,,,,7-Nov-25,,
,,,,,,,,,,,,,,,,,,
863,39015,72690,DJ Ind.,20,G35-16-TRS-2,,Steve Davey,8/28/2025,1,Support Bar - Item# SB1,$218.00 ,3759146-00,44920,20,53188,9-Oct-25,1/15/2026,98
864,39015,72691,DJ Ind.,10,G35-16-TRS-3,,Steve Davey,8/28/2025,2,Misc Alum Plate-Item PL3,895+ 250,3759146-00,44920,10,53188,9-Oct-25,1/15/2026,98
,,,,,,,,,,,,,,,,,,
865,39016,72692,Candu,2,RT-87000-71100-1000-1-GA-E,,Angelica de la Barrera,8/29/2025,1,Bellows Replacement Tool Base,"$17,821.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
866,39016,72693,Candu,2,RT-87000-71150-1000-1-GA-E,,Angelica de la Barrera,8/29/2025,2,Plug Insertion Tool,"$38,376.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
867,39016,72694,Candu,2,RT-87000-71150-1021-1-DD-D,,Angelica de la Barrera,8/29/2025,3,Shield Plug to Handling Tool Adapter,"$2,911.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
868,39016,72695,Candu,2,21RT-81000-0140-001-GA-1,,Angelica de la Barrera,8/29/2025,4,Shield Plug Manual Insertion Tool,"$4,617.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
869,39016,72696,Candu,6,RT-87000-71150-1001-1-DD-D,,Angelica de la Barrera,8/29/2025,5,Bellows Replacement Shield Plug,"$10,453.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
870,39016,72697,Candu,2,RT-87000-71200-1000-1-GA-E,,Angelica de la Barrera,8/29/2025,6,Bellows Removal Cutting Tool,"$79,970.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
871,39016,72698,Candu,2,RT-87000-71225-1000-1-GA-E,,Angelica de la Barrera,8/29/2025,7,Bellows Removal Cutting Tool Drive,"$50,363.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
872,39016,72699,Candu,1,RT-87000-71300-1000-1-GA-E,,Angelica de la Barrera,8/29/2025,8,Bellows Replacement Machine Chuck,"$16,754.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
873,39016,72700,Candu,1,RT-87000-72000-1000-1-GA-E,,Angelica de la Barrera,8/29/2025,10,Tool Mockup Components,"$18,455.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
874,39016,72701,Candu,2,RT-87000-0223-1-GA-2,,Angelica de la Barrera,8/29/2025,11,ALT. weld head Mounting Tool,$775.00 ,RT79-87000-PN-R020,,,,30-Apr-26,,
875,39016,72702,Candu,2,RT-87000-0300-1-GA-D,,Angelica de la Barrera,8/29/2025,12,Tool Alignment Tool,"$6,408.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
876,39016,72703,Candu,2,RT-87000-0166-1-GA-C,,Angelica de la Barrera,8/29/2025,13,Extension Adaptor,"$2,057.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
877,39016,72704,Candu,2,RT38-15200-014-00-GA00-001,,Angelica de la Barrera,8/29/2025,14,Junction Control Box  ( with Cables),"$70,664.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
878,39016,72705,Candu,2,RT-87000-0165-1-SK-C,,Angelica de la Barrera,8/29/2025,15,Tool Ring Gauges ( Set),"$6,646.00 ",RT79-87000-PN-R020,,,,30-Apr-26,,
879,39016,72706,Candu,2,RT-87000-71200-1004-1-DD-B,,Angelica de la Barrera,8/29/2025,16,Axial Wear Ring .633,$660.00 ,RT79-87000-PN-R020,,,,30-Apr-26,,
880,39016,72707,Candu,2,RT-87000-71230-1011-1-DD-B,,Angelica de la Barrera,8/29/2025,17,Axial Wera Ring Cut 1,$662.00 ,RT79-87000-PN-R020,,,,30-Apr-26,,
881,39016,72708,Candu,2,RT-87000-71230-1012-1-DD-B,,Angelica de la Barrera,8/29/2025,18,Azial Wear Ring Cut 2,$657.00 ,RT79-87000-PN-R020,,,,30-Apr-26,,
,,,,,,,,,,,,,,,,,,
882,39020,72712,Safran (Messier),3,CAT5824-2B,,Pablo Gracida,9/4/2025,10,Alignment Tool,"$1,233.00 ",700547896,,,,9-Dec-25,,
,,,,,,,,,,,,,,,,,,
883,39021,72713,Candu,1,RT-87910-0130-1-GA-D,,Sanchia Bartley Ndiaye,9/8/2025,1,Measure/Cut off Bench,"$25,379.00 ",RT98-88010-PN-R010,,,,16-Mar-26,,
884,39021,72714,Candu,1,RT-87910-0133-1-GA-0,,Sanchia Bartley Ndiaye,9/8/2025,2,Scribing Tool,"$5,164.00 ",RT98-88010-PN-R010,,,,17-Mar-26,,
885,39021,72715,Candu,2,RT-88000-70059-000-1-GA-E,,Sanchia Bartley Ndiaye,9/8/2025,3,Bore Gague & Ring Gauge Cal. Stor Trough,"$3,278.00 ",RT98-88010-PN-R010,,,,18-Mar-26,,
886,39021,72716,Candu,1,RT-88000-70011-000-1-GA-E,,Sanchia Bartley Ndiaye,9/8/2025,4,Tool E/F Assy Bench,"$12,468.00 ",RT98-88010-PN-R010,,,,19-Mar-26,,
887,39021,72717,Candu,1,RT-88000-70036-002-2-DD-D,,Sanchia Bartley Ndiaye,9/8/2025,5,Tool End Stop Bench (RH),"$9,166.00 ",RT98-88010-PN-R010,,,,20-Mar-26,,
888,39021,72718,Candu,1,RT-88000-70012-000-1-GA-E,,Sanchia Bartley Ndiaye,9/8/2025,6,Tool P/T Measuring Bench,"$26,145.00 ",RT98-88010-PN-R010,,,,21-Mar-26,,
889,39021,72719,Candu,1,RT-88000-70035-000-1-GA-E,,Sanchia Bartley Ndiaye,9/8/2025,7,S/A Preparation Bench ( LH),"$85,101.00 ",RT98-88010-PN-R010,,,,22-Mar-26,,
890,39021,72720,Candu,1,RT-88000-70036-000-1-GA-E,,Sanchia Bartley Ndiaye,9/8/2025,8,S/A Preparation Bench ( RH),"$83,447.00 ",RT98-88010-PN-R010,,,,23-Mar-26,,
891,39021,72721,Candu,1,RT-88000-70050-000-1-GA-E,,Sanchia Bartley Ndiaye,9/8/2025,9,Expander Support Stand,"$9,079.00 ",RT98-88010-PN-R010,,,,24-Mar-26,,
892,39021,72722,Candu,2,RT-88000-0013-01-GA-C,,Sanchia Bartley Ndiaye,9/8/2025,10,Roller Supports for Measuring Bench,"$1,964.00 ",RT98-88010-PN-R010,,,,25-Mar-26,,
893,39021,72723,Candu,1,RT-88000-73530-100-1-DD-E,,Sanchia Bartley Ndiaye,9/8/2025,11,Roller Support Frame,"$4,397.00 ",RT98-88010-PN-R010,,,,26-Mar-26,,
894,39021,72724,Candu,1,RT-88000-70035-002-1-DD-D,,Sanchia Bartley Ndiaye,9/8/2025,12,End Stop Bench ( LH),"$6,305.00 ",RT98-88010-PN-R010,,,,27-Mar-26,,
895,39021,72725,Candu,2,RT-88000-70036-011-1-DD-D,,Sanchia Bartley Ndiaye,9/8/2025,13,SA Prep Bench (RH) Supt Stand,"$2,867.00 ",RT98-88010-PN-R010,,,,28-Mar-26,,
896,39021,72726,Candu,2,RT-88000-70035-011-1-DD-D,,Sanchia Bartley Ndiaye,9/8/2025,14,Prep Bench ( LH) Supt Stand,"$2,867.00 ",RT98-88010-PN-R010,,,,29-Mar-26,,
1086,39021,73061,Candu,2,RT-88000-70059-000-1-GA-E,,Sanchia Bartley Ndiaye,1/26/2026,3A,Bore Gague & Ring Gauge Cal. Stor Trough,"$3,278.00 ",RT98-88010-PN-R010-R.1,,,,17-Jul-26,,
1087,39021,73062,Candu,1,RT-88000-73530-100-1-DD-E,,Sanchia Bartley Ndiaye,1/26/2026,11A,Roller Support Frame,"$4,397.00 ",RT98-88010-PN-R010-R.1,,,,17-Jul-26,,
,,,,,,,,,,,,,,,,,,
897,39023,72728,Candu,1,RT-87640-72150-000-1-GA-E,,Etianne Machado,9/22/2025,1,Airlock Trolley c/w Wings,"$297,681.00 ",RT98-87640-PN-R004,,,,24-Feb-25,,
1088,39023,72729,Candu,1+1,RT-87640-72150-000-1-GA-E,,Etianne Machado,9/22/2025,2 + 2A,LWTF Trolley- Corridor-NO Wing,"$317,378.00 ",RT98-87640-PN-R004,,,,24-Feb-25,,
899,39023,72730,Candu,2,RT87640-73150-000-1-GA-E,,Etianne Machado,9/22/2025,3,Shuttle Flask Trolley FM Room,"$274,203.00 ",RT98-87640-PN-R004,,,,24-Feb-25,,
900,39023,72731,Candu,1,RT-87640-70320-000-1-GA-E,,Etianne Machado,9/22/2025,4,Tool Trolley Track Asy ( Airlock),"$207,317.00 ",RT98-87640-PN-R004,,,,24-Feb-25,,
901,39023,72732,Candu,1,RT-87640-70315-000-1-GA-E,,Etianne Machado,9/22/2025,5,Tool Trolley Track (SF Trolley & LWTF),"$339,127.00 ",RT98-87640-PN-R004,,,,24-Feb-25,,
902,39023,72733,Candu,1,RT-87640-70315-049-1-GA-C,,Etianne Machado,9/22/2025,6,Flag Assembly 1,$812.00 ,RT98-87640-PN-R004,,,,24-Feb-25,,
903,39023,72734,Candu,1,RT-87640-70315-050-1-GA-C,,Etianne Machado,9/22/2025,7,Flag Assembly 2,$790.00 ,RT98-87640-PN-R004,,,,24-Feb-25,,
904,39023,72735,Candu,1,RT-87640-70315-051-1-GA-C,,Etianne Machado,9/22/2025,8,Flag Assembly 3,$798.00 ,RT98-87640-PN-R004,,,,24-Feb-25,,
905,39023,72736,Candu,1,RT-87640-70315-052-1-GA-C,,Etianne Machado,9/22/2025,9,Flag Assembly 4,$802.00 ,RT98-87640-PN-R004,,,,24-Feb-25,,
,,,,,,,,,,,,,,,,,,
906,39040,72753,M.D.A,1,4034050-151,,Madhu Ragavan Mani,9/11/2025,1,LJA Pendulum Assu,"$139,436.00 ",PO1021410,,,,9-Jan-26,,
,,,,,,,,,,,,,,,,,,
907,39058,72775,Candu,6,RT-88040-0020-01-GA,,Angelica de la Barrera,9/18/2025,1,FC Axial Adjustment Tool,"$8,424.00 ",RT98-88040-PN-R004 R. 1,,,,17-Jul-26,,
908,39058,72776,Candu,2,RT-88030-0007-01-GA-1,2,Angelica de la Barrera,9/18/2025,2,EC Spacer Detention End Fitting Adaptor Tool,"$6,219.00 ",RT98-88040-PN-R004 R. 1,,,,17-Jul-26,,
909,39058,72777,Candu,4,RT-88030-0090-01-GA-C,,Angelica de la Barrera,9/18/2025,3,CT Extension Installation Tool,"$5,194.00 ",RT98-88040-PN-R004 R. 1,,,,17-Jul-26,,
910,39058,72778,Candu,6,RT-88080-71000-038-01-GA-E,,Angelica de la Barrera,9/18/2025,4,Shield Plug Installation Tool,"$25,949.00 ",RT98-88040-PN-R004 R. 1,,,,17-Jul-26,,
911,39058,72779,Candu,5,RT-88090-71060-2000-1-GA-D,,Angelica de la Barrera,9/18/2025,5,Closure Plug Installation Tool,"$97,326.00 ",RT98-88040-PN-R004 R. 1,,,,17-Jul-26,,
912,39058,72780,Candu,5,RT-88090-71055-2000-1-GA-D,,Angelica de la Barrera,9/18/2025,6,Calibration Fixture,"$22,143.00 ",RT98-88040-PN-R004 R. 1,,,,28-Aug-26,,
,,,,,,,,,,,,,,,,,,
1089,39063,72786,ATS-Corp,2,700544758,AC,Harnoor Singh,9/25/2025,3~4,Device Mount,"$1,488.00 ",90218-Rev.3,,,,1-Apr-26,,
1090,39063,72786,ATS-Corp,2,700544758,AC,Harnoor Singh,9/26/2025,5~6,Device Mount,"$1,488.00 ",90218-Rev.4,,,,1-May-26,,
1091,39063,72786,ATS-Corp,2,700544758,AC,Harnoor Singh,9/27/2025,7~8,Device Mount,"$1,488.00 ",90218-Rev.5,,,,1-Sep-26,,
,,,,,,,,,,,,,,,,,,
918,39073,72811,Candu,6,RT-88000-70057-020-1-GA-D,0,Angelica de la Barrera,9/29/2025,1,PT Expander Mandrel Clamp,"$1,280.00 ",RT98-87920-PN-R015,,,,23-Feb-26,,
919,39073,72812,Candu,4,RT-88010-0160-1-DD-C,,Angelica de la Barrera,9/29/2025,2,End Fitting E-Face Inspection Ring,"$1,435.00 ",RT98-87920-PN-R015,,,,23-Feb-26,,
920,39073,72813,Candu,7,RT-88000+70047-000-1-GA-D,,Angelica de la Barrera,9/29/2025,3,Seal Face Protective Sleeve (Reactor Face),"$2,314.00 ",RT98-87920-PN-R015,,,,23-Feb-26,,
921,39073,72814,Candu,2,RT-88040-0005-01-GA-E,,Angelica de la Barrera,9/29/2025,4,Tool EF Levelling Tool,"$10,568.00 ",RT98-87920-PN-R015,,,,23-Feb-26,,
922,39073,72815,Candu,2,RT-87600-0220-1-GA-E,,Angelica de la Barrera,9/29/2025,5,Lattice Sleeve Removal Tool,"$21,257.00 ",RT98-87920-PN-R015,,,,23-Feb-26,,
923,39073,72816,Candu,3,RT-87920-74105-000-1-GA-E,,Angelica de la Barrera,9/29/2025,6,Tool Extension Tool,"$38,367.00 ",RT98-87920-PN-R015,,,,23-Feb-26,,
924,39073,72817,Candu,2,RT-88030-0140-1-DD-C,,Angelica de la Barrera,9/30/2025,13,PT Protective Sleeve  for Annulus Spacer,$765.00 ,RT98-87920-PN-R015,,,,23-Feb-26,,
,,,,,,,,,,,,,,,,,,
925,39074,72818,Candu,1,RT-88000-0300-000-01-GA-E,,Angelica de la Barrera,9/29/2025,1,Tool EF Tool Rack,"$29,696.00 ",RT98-87640-PN-R005,,,,27-Feb-26,,
926,39074,72819,Candu,8,RT-87600-70050-1-GA-B,,Angelica de la Barrera,9/29/2025,2,Transfer Carts for Lattice Sleeve & Plugs,"$9,649.00 ",RT98-87640-PN-R005,,,,27-Feb-26,,
927,39074,72820,Candu,3,RT-87910-0110-1-GA-0,,Angelica de la Barrera,9/29/2025,3,CT Storage Rack,"$25,262.00 ",RT98-87640-PN-R005,,,,27-Feb-26,,
1092,39074,72967,Candu,1,RT-88000-0300-000-01-GA-E,,Laila Parveen,12/4/2025,01A,Tool EF Tool Rack,"$29,696.00 ",RT98-87640-PN-R005-R1,,,,22-Apr-26,,
,,,,,,,,,,,,,,,,,,
937,39078,72831,Woodbridge,1,40316,,James Kearns,9/30/2025,1,Cap Receiving Cup,$592.00 ,PD-21053,44927,1,53191,11-Nov-25,1/21/2026,71
938,39078,72832,Woodbridge,1,40318,,James Kearns,9/30/2025,2,Transfer Block,"$2,220.00 ",PD-21053,44927,1,53191,11-Nov-25,1/21/2026,71
939,39078,72833,Woodbridge,1,40319,,James Kearns,9/30/2025,3,Cover for Base Block,"$1,954.00 ",PD-21053,44927,1,53191,11-Nov-25,1/21/2026,71
940,39078,72834,Woodbridge,1,40320,,James Kearns,9/30/2025,4,Cap Removal Tool,$890.00 ,PD-21053,44927,1,53191,11-Nov-25,1/21/2026,71
941,39078,72835,Woodbridge,1,40329,,James Kearns,9/30/2025,5,Cover For Table,$765.00 ,PD-21053,44927,1,53191,11-Nov-25,1/21/2026,71
,,,,,,,,,,,,,,,,,,
942,39082,72840,Candu,5,RT-88000-70010-000-1-GA-E,,Sanchia Bartley-Nidaye,10/3/2025,1,Tool E/F Lifting Beam,"$7,783.00 ",RT98-87920-PN-R017,,,,13-Feb-26,,
943,39082,72841,Candu,1,RT-88000-70018-000-1-GA-E,,Sanchia Bartley-Nidaye,10/3/2025,2,Tool Lifting Rig for Measuring  Bench,"$10,783.00 ",RT98-87920-PN-R017,,,,13-Feb-26,,
944,39082,72842,Candu,1,RT-87290-7020-1-GA-D,,Sanchia Bartley-Nidaye,10/3/2025,3,15T Spreader Beam for Fuel Channel,"$15,491.00 ",RT98-87920-PN-R017,,,,13-Feb-26,,
945,39082,72843,Candu,1,RT-8725-0280-1-DD-C,,Sanchia Bartley-Nidaye,10/3/2025,4,5.5 Ton Heavy Worktable Spreader Beam,"$10,117.00 ",RT98-87920-PN-R017,,,,13-Feb-26,,
946,39082,72844,Candu,2,RT-87290-7024-1-GA-D,,Sanchia Bartley-Nidaye,10/3/2025,5,6T Spreader Beam for  EFSP Removal,"$20,286.00 ",RT98-87920-PN-R017,,,,13-Feb-26,,
,,,,,,,,,,,,,,,,,,
947,39084,72846,Candu,2,MCR-17300-033-000009-01-GA-E,1,Cheryl Lewis,10/3/2025,1,U4 Single Spacer Drop off Tool,"$20,528.00 ",MCR-17000-PN-R054,,,,10-Jan-26,,
947,39084,72846,Candu,2,MCR-17300-033-000009-01-GA-E,1,Cheryl Lewis,10/3/2025,1,U4 Single Spacer Drop off Tool,"$20,528.00 ",MCR-17000-PN-R054,,,,22-Jan-26,,
947,39084,72846,Candu,3,MCR-17300-033-000009-01-GA-E,1,Cheryl Lewis,10/3/2025,1,U4 Single Spacer Drop off Tool,,MCR-17000-PN-R054,,,,5-Feb-26,,
,,,,,,,,,,,,,,,,,,
949,39087,72850,Candu,2,MCR-17300-032-000002-01-GA-E,,Cindy Weng,10/4/2025,1,U4 Annulus Spacer Detection Tool,"$43,995.50 ",MCR-17000-PN-R053,,,,15-Dec-25,,
,,,,,,,,,,,,,,,,,,
951,39090,72853,M.D.A,4,4034463-101,C,Madhu Ragavan Mani,10/4/2025,1,"Plate,IGF","$3,285.00 ",PO1021988,44931,4,,7-Nov-25,1/23/2026,77
,,,,,,,,,,,,,,,,,,
,C.O.D,72855,Superwake,3,S60401-101,,Travis Krebs,10/7/2025,,Output Shaft,,,,,,7-Oct-25,,
,,,,,,,,,,,,,,,,,,
954,39093,72857,M.D.A,1,4036946-101,,Madhu Ragaven Mani,10/9/2025,1,"Weldment,Vibe Fixture","$15,741.00 ",PO1022106,,,,9-Jan-26,,
,,,,,,,,,,,,,,,,,,
956,39096,72860,M.D.A,1,4039839-101,A,Madhu Ragavan Mani,10/9/2025,1,Plate Washer,"$5,319.00 ",PO1022108- Rev.3,,,,9-Jan-26,,
,,,,,,,,,,,,,,,,,,
957,39107,72879,DJ Ind.,1,SAMPLE,,CHRIS,10/21/2025,1,Water Pump Housing to repair-wel,,,,,,,,
,,,,,,,,,,,,,,,,,,
958,39113,72885,M.D.A,6,4033641-101,,Madhu Ragavan Mani,10/23/2025,1,"Disk,IRB",$314.00 ,PO1022244,44930,6,,30-Jan-26,1/23/2026,-7
,,,,,,,,,,,,,,,,,,
959,39115,72887,M.D.A,3,4038927-101,,Madhu Ragavan Mani,10/23/2025,1,"Flange,Bearing","$2,182.00 ",PO1022246,,,,30-Jan-26,,
,,,,,,,,,,,,,,,,,,
960,39116,72888,M.D.A,3,4038930-101,,Madhu Ragavan Mani,10/23/2025,1,"Flange,Torque Cell","$2,840.00 ",PO1022248,,,,30-Jan-26,,
,,,,,,,,,,,,,,,,,,
962,39118,72890,M.D.A,3,4038934-101,,Madhu Ragavan Mani,10/23/2025,1,"Hub,Bolt","$1,662.00 ",PO1022250,,,,30-Jan-26,,
,,,,,,,,,,,,,,,,,,
964,39120,72892,M.D.A,3,4038925-101,,Madhu Ragavan Mani,10/23/2025,1,"Shaft,IRB","$1,328.00 ",PO1022252,,,,30-Jan-26,,
,,,,,,,,,,,,,,,,,,
